customer_id,movie_id,movie_name,genre,rating
U0011,M024,Knives Out,Thriller,2
U0011,M036,Se7en,Thriller,3
U0011,M060,Arrival,Sci-Fi,2
U0011,M032,The Pursuit of Happyness,Drama,5
U0011,M010,Pride and Prejudice,Romance,4
U0011,M057,Speed,Action,4
U0011,M071,Zodiac,Thriller,3
U0012,M008,Get Out,Horror,3
U0012,M022,Midsommar,Horror,2
U0012,M049,Harry Potter,Fantasy,2
U0012,M001,The Dark Knight,Action,5
U0012,M050,The Hobbit,Fantasy,5
U0012,M034,Joker,Drama,2
U0012,M059,2001: A Space Odyssey,Sci-Fi,3
U0012,M037,Toy Story,Animation,3
U0012,M055,Mission Impossible,Action,1
U0012,M090,Doctor Strange,Action,5
U0012,M094,Dune,Sci-Fi,4
U0012,M072,Nightcrawler,Thriller,5
U0012,M085,Step Brothers,Comedy,5
U0012,M092,Iron Man,Action,2
U0012,M063,Casablanca,Romance,1
U0012,M020,John Wick,Action,5
U0012,M025,It,Horror,1
U0013,M009,The Grand Budapest Hotel,Comedy,5
U0013,M077,Us,Horror,1
U0013,M087,The Mask,Comedy,4
U0013,M031,Whiplash,Drama,5
U0013,M052,Princess Mononoke,Fantasy,5
U0013,M016,Hereditary,Horror,5
U0013,M073,The Exorcist,Horror,3
U0013,M032,The Pursuit of Happyness,Drama,4
U0013,M075,The Shining,Horror,2
U0013,M006,Avengers: Endgame,Action,3
U0014,M034,Joker,Drama,5
U0014,M051,Pan's Labyrinth,Fantasy,2
U0014,M017,Forrest Gump,Drama,2
U0014,M086,Airplane!,Comedy,5
U0014,M083,Monty Python,Comedy,2
U0014,M039,Up,Animation,5
U0014,M059,2001: A Space Odyssey,Sci-Fi,3
U0014,M041,Spirited Away,Animation,4
U0014,M097,Moon,Sci-Fi,3
U0014,M010,Pride and Prejudice,Romance,1
U0014,M002,Inception,Sci-Fi,2
U0014,M080,Good Will Hunting,Drama,4
U0015,M021,Bridesmaids,Comedy,3
U0015,M057,Speed,Action,1
U0015,M070,Prisoners,Thriller,2
U0015,M091,Thor: Ragnarok,Action,5
U0015,M039,Up,Animation,4
U0015,M079,12 Angry Men,Drama,4
U0015,M084,Anchorman,Comedy,3
U0015,M068,The Silence of the Lambs,Thriller,5
U0015,M002,Inception,Sci-Fi,2
U0015,M086,Airplane!,Comedy,3
U0015,M071,Zodiac,Thriller,3
U0015,M085,Step Brothers,Comedy,3
U0015,M014,The Shawshank Redemption,Drama,5
U0015,M018,Superbad,Comedy,4
U0016,M007,Titanic,Romance,4
U0016,M012,The Hangover,Comedy,5
U0016,M082,A Beautiful Mind,Drama,5
U0016,M055,Mission Impossible,Action,5
U0016,M036,Se7en,Thriller,2
U0016,M006,Avengers: Endgame,Action,1
U0016,M001,The Dark Knight,Action,1
U0016,M043,Planet Earth,Documentary,2
U0016,M099,Barbarian,Horror,5
U0016,M017,Forrest Gump,Drama,2
U0016,M034,Joker,Drama,4
U0016,M021,Bridesmaids,Comedy,5
U0016,M095,The Martian,Sci-Fi,5
U0017,M056,Die Hard,Action,1
U0017,M017,Forrest Gump,Drama,4
U0017,M006,Avengers: Endgame,Action,5
U0017,M040,WALL-E,Animation,5
U0017,M047,Jiro Dreams of Sushi,Documentary,5
U0017,M046,The Act of Killing,Documentary,2
U0017,M027,Gone Girl,Thriller,3
U0017,M088,Black Panther,Action,2
U0017,M032,The Pursuit of Happyness,Drama,3
U0018,M004,Interstellar,Sci-Fi,3
U0018,M023,The Matrix,Sci-Fi,2
U0018,M095,The Martian,Sci-Fi,2
U0018,M043,Planet Earth,Documentary,1
U0018,M053,Gladiator,Action,2
U0018,M086,Airplane!,Comedy,4
U0018,M032,The Pursuit of Happyness,Drama,4
U0018,M035,The Big Lebowski,Comedy,3
U0018,M021,Bridesmaids,Comedy,1
U0018,M090,Doctor Strange,Action,3
U0018,M014,The Shawshank Redemption,Drama,4
U0018,M049,Harry Potter,Fantasy,5
U0018,M005,The Conjuring,Horror,4
U0018,M061,Ex Machina,Sci-Fi,5
U0018,M029,Blade Runner 2049,Sci-Fi,3
U0018,M026,Mad Max: Fury Road,Action,1
U0018,M059,2001: A Space Odyssey,Sci-Fi,1
U0018,M045,13th,Documentary,3
U0019,M075,The Shining,Horror,5
U0019,M034,Joker,Drama,2
U0019,M005,The Conjuring,Horror,4
U0019,M014,The Shawshank Redemption,Drama,5
U0019,M077,Us,Horror,2
U0019,M056,Die Hard,Action,3
U0019,M045,13th,Documentary,1
U0019,M094,Dune,Sci-Fi,4
U0019,M041,Spirited Away,Animation,3
U0019,M078,Schindler's List,Drama,5
U0020,M047,Jiro Dreams of Sushi,Documentary,5
U0020,M056,Die Hard,Action,3
U0020,M009,The Grand Budapest Hotel,Comedy,4
U0020,M086,Airplane!,Comedy,3
U0020,M043,Planet Earth,Documentary,4
U0020,M080,Good Will Hunting,Drama,4
U0020,M041,Spirited Away,Animation,5
U0020,M085,Step Brothers,Comedy,2
U0020,M016,Hereditary,Horror,2
U0020,M093,Everything Everywhere All at Once,Sci-Fi,4
U0020,M039,Up,Animation,5
U0021,M079,12 Angry Men,Drama,5
U0021,M073,The Exorcist,Horror,3
U0021,M039,Up,Animation,5
U0021,M052,Princess Mononoke,Fantasy,4
U0021,M071,Zodiac,Thriller,5
U0021,M001,The Dark Knight,Action,2
U0021,M037,Toy Story,Animation,5
U0021,M027,Gone Girl,Thriller,5
U0021,M056,Die Hard,Action,2
U0021,M075,The Shining,Horror,1
U0022,M066,Before Sunrise,Romance,1
U0022,M085,Step Brothers,Comedy,2
U0022,M082,A Beautiful Mind,Drama,5
U0022,M080,Good Will Hunting,Drama,5
U0022,M043,Planet Earth,Documentary,1
U0022,M012,The Hangover,Comedy,4
U0022,M097,Moon,Sci-Fi,4
U0022,M031,Whiplash,Drama,5
U0022,M087,The Mask,Comedy,2
U0022,M040,WALL-E,Animation,5
U0022,M029,Blade Runner 2049,Sci-Fi,4
U0022,M026,Mad Max: Fury Road,Action,4
U0022,M019,Alien,Sci-Fi,2
U0022,M004,Interstellar,Sci-Fi,2
U0023,M097,Moon,Sci-Fi,2
U0023,M099,Barbarian,Horror,2
U0023,M014,The Shawshank Redemption,Drama,5
U0023,M100,Nope,Horror,4
U0023,M055,Mission Impossible,Action,1
U0024,M016,Hereditary,Horror,5
U0024,M059,2001: A Space Odyssey,Sci-Fi,4
U0024,M018,Superbad,Comedy,5
U0024,M060,Arrival,Sci-Fi,4
U0024,M086,Airplane!,Comedy,2
U0024,M068,The Silence of the Lambs,Thriller,5
U0024,M072,Nightcrawler,Thriller,5
U0024,M077,Us,Horror,3
U0024,M041,Spirited Away,Animation,4
U0024,M097,Moon,Sci-Fi,3
U0024,M057,Speed,Action,5
U0024,M079,12 Angry Men,Drama,5
U0025,M036,Se7en,Thriller,3
U0025,M057,Speed,Action,2
U0025,M010,Pride and Prejudice,Romance,4
U0025,M092,Iron Man,Action,2
U0025,M037,Toy Story,Animation,4
U0025,M031,Whiplash,Drama,2
U0025,M035,The Big Lebowski,Comedy,4
U0025,M043,Planet Earth,Documentary,4
U0025,M041,Spirited Away,Animation,4
U0025,M070,Prisoners,Thriller,5
U0025,M011,A Quiet Place,Horror,4
U0025,M018,Superbad,Comedy,4
U0026,M027,Gone Girl,Thriller,2
U0026,M054,Top Gun: Maverick,Action,5
U0026,M050,The Hobbit,Fantasy,4
U0026,M099,Barbarian,Horror,4
U0026,M075,The Shining,Horror,1
U0026,M090,Doctor Strange,Action,3
U0027,M097,Moon,Sci-Fi,4
U0027,M050,The Hobbit,Fantasy,3
U0027,M054,Top Gun: Maverick,Action,4
U0027,M069,No Country for Old Men,Thriller,3
U0027,M096,Annihilation,Sci-Fi,5
U0027,M095,The Martian,Sci-Fi,5
U0027,M070,Prisoners,Thriller,2
U0027,M078,Schindler's List,Drama,5
U0027,M029,Blade Runner 2049,Sci-Fi,5
U0027,M063,Casablanca,Romance,5
U0027,M035,The Big Lebowski,Comedy,1
U0027,M056,Die Hard,Action,1
U0027,M004,Interstellar,Sci-Fi,4
U0027,M044,Free Solo,Documentary,2
U0028,M024,Knives Out,Thriller,3
U0028,M007,Titanic,Romance,1
U0028,M034,Joker,Drama,2
U0028,M049,Harry Potter,Fantasy,2
U0028,M042,Coco,Animation,4
U0028,M028,La La Land,Romance,2
U0028,M059,2001: A Space Odyssey,Sci-Fi,1
U0028,M044,Free Solo,Documentary,5
U0028,M098,The Menu,Thriller,3
U0028,M036,Se7en,Thriller,3
U0028,M097,Moon,Sci-Fi,2
U0028,M054,Top Gun: Maverick,Action,4
U0028,M033,Pitch Perfect,Comedy,1
U0028,M011,A Quiet Place,Horror,5
U0028,M061,Ex Machina,Sci-Fi,2
U0028,M003,The Notebook,Romance,4
U0028,M096,Annihilation,Sci-Fi,3
U0028,M070,Prisoners,Thriller,4
U0028,M045,13th,Documentary,2
U0029,M100,Nope,Horror,4
U0029,M021,Bridesmaids,Comedy,4
U0029,M040,WALL-E,Animation,4
U0029,M014,The Shawshank Redemption,Drama,2
U0029,M075,The Shining,Horror,5
U0029,M004,Interstellar,Sci-Fi,2
U0029,M074,Rosemary's Baby,Horror,1
U0029,M087,The Mask,Comedy,3
U0030,M073,The Exorcist,Horror,5
U0030,M006,Avengers: Endgame,Action,3
U0030,M045,13th,Documentary,1
U0030,M069,No Country for Old Men,Thriller,5
U0030,M055,Mission Impossible,Action,4
U0030,M085,Step Brothers,Comedy,1
U0030,M048,The Lord of the Rings,Fantasy,4
U0030,M009,The Grand Budapest Hotel,Comedy,3
U0031,M091,Thor: Ragnarok,Action,2
U0031,M020,John Wick,Action,4
U0031,M056,Die Hard,Action,5
U0031,M023,The Matrix,Sci-Fi,5
U0031,M094,Dune,Sci-Fi,4
U0031,M067,The Fault in Our Stars,Romance,3
U0031,M084,Anchorman,Comedy,1
U0031,M035,The Big Lebowski,Comedy,4
U0031,M079,12 Angry Men,Drama,4
U0031,M069,No Country for Old Men,Thriller,3
U0031,M100,Nope,Horror,4
U0031,M062,Gravity,Sci-Fi,2
U0031,M060,Arrival,Sci-Fi,3
U0031,M076,Annihilation,Horror,3
U0031,M042,Coco,Animation,4
U0031,M032,The Pursuit of Happyness,Drama,4
U0031,M012,The Hangover,Comedy,5
U0031,M036,Se7en,Thriller,4
U0031,M058,The Terminator,Sci-Fi,5
U0032,M067,The Fault in Our Stars,Romance,4
U0032,M025,It,Horror,4
U0032,M011,A Quiet Place,Horror,5
U0032,M031,Whiplash,Drama,3
U0032,M093,Everything Everywhere All at Once,Sci-Fi,4
U0033,M058,The Terminator,Sci-Fi,4
U0033,M003,The Notebook,Romance,3
U0033,M012,The Hangover,Comedy,3
U0033,M038,Finding Nemo,Animation,4
U0033,M029,Blade Runner 2049,Sci-Fi,2
U0033,M052,Princess Mononoke,Fantasy,2
U0033,M089,Spider-Man: No Way Home,Action,2
U0033,M032,The Pursuit of Happyness,Drama,4
U0033,M040,WALL-E,Animation,3
U0033,M085,Step Brothers,Comedy,5
U0033,M075,The Shining,Horror,2
U0033,M048,The Lord of the Rings,Fantasy,3
U0033,M061,Ex Machina,Sci-Fi,2
U0033,M071,Zodiac,Thriller,5
U0033,M068,The Silence of the Lambs,Thriller,4
U0033,M045,13th,Documentary,5
U0033,M055,Mission Impossible,Action,5
U0033,M096,Annihilation,Sci-Fi,5
U0033,M043,Planet Earth,Documentary,3
U0033,M046,The Act of Killing,Documentary,1
U0034,M038,Finding Nemo,Animation,3
U0034,M030,The Wolf of Wall Street,Drama,5
U0034,M047,Jiro Dreams of Sushi,Documentary,3
U0034,M023,The Matrix,Sci-Fi,2
U0034,M039,Up,Animation,5
U0034,M002,Inception,Sci-Fi,1
U0034,M091,Thor: Ragnarok,Action,1
U0034,M069,No Country for Old Men,Thriller,5
U0034,M017,Forrest Gump,Drama,4
U0034,M036,Se7en,Thriller,5
U0034,M006,Avengers: Endgame,Action,4
U0035,M044,Free Solo,Documentary,5
U0035,M024,Knives Out,Thriller,5
U0035,M007,Titanic,Romance,5
U0035,M033,Pitch Perfect,Comedy,5
U0035,M062,Gravity,Sci-Fi,5
U0035,M015,Crazy Rich Asians,Romance,2
U0035,M009,The Grand Budapest Hotel,Comedy,5
U0035,M052,Princess Mononoke,Fantasy,4
U0035,M063,Casablanca,Romance,4
U0035,M010,Pride and Prejudice,Romance,4
U0035,M074,Rosemary's Baby,Horror,3
U0035,M081,Dead Poets Society,Drama,5
U0035,M088,Black Panther,Action,4
U0035,M020,John Wick,Action,3
U0035,M073,The Exorcist,Horror,5
U0035,M039,Up,Animation,5
U0035,M011,A Quiet Place,Horror,1
U0035,M032,The Pursuit of Happyness,Drama,5
U0035,M016,Hereditary,Horror,1
U0036,M081,Dead Poets Society,Drama,5
U0036,M028,La La Land,Romance,4
U0036,M034,Joker,Drama,5
U0036,M085,Step Brothers,Comedy,4
U0036,M011,A Quiet Place,Horror,3
U0036,M021,Bridesmaids,Comedy,1
U0036,M031,Whiplash,Drama,3
U0036,M023,The Matrix,Sci-Fi,3
U0036,M071,Zodiac,Thriller,4
U0036,M010,Pride and Prejudice,Romance,4
U0036,M001,The Dark Knight,Action,1
U0037,M034,Joker,Drama,3
U0037,M081,Dead Poets Society,Drama,2
U0037,M076,Annihilation,Horror,1
U0037,M085,Step Brothers,Comedy,2
U0037,M026,Mad Max: Fury Road,Action,3
U0037,M055,Mission Impossible,Action,5
U0037,M015,Crazy Rich Asians,Romance,5
U0037,M070,Prisoners,Thriller,4
U0037,M029,Blade Runner 2049,Sci-Fi,4
U0037,M083,Monty Python,Comedy,1
U0037,M020,John Wick,Action,4
U0037,M035,The Big Lebowski,Comedy,3
U0038,M035,The Big Lebowski,Comedy,5
U0038,M065,Eternal Sunshine,Romance,5
U0038,M070,Prisoners,Thriller,2
U0038,M064,When Harry Met Sally,Romance,3
U0038,M057,Speed,Action,5
U0038,M011,A Quiet Place,Horror,1
U0038,M077,Us,Horror,2
U0038,M006,Avengers: Endgame,Action,4
U0038,M056,Die Hard,Action,5
U0038,M095,The Martian,Sci-Fi,4
U0038,M042,Coco,Animation,4
U0038,M078,Schindler's List,Drama,3
U0038,M033,Pitch Perfect,Comedy,5
U0038,M004,Interstellar,Sci-Fi,4
U0038,M012,The Hangover,Comedy,4
U0038,M030,The Wolf of Wall Street,Drama,2
U0038,M087,The Mask,Comedy,4
U0039,M053,Gladiator,Action,3
U0039,M043,Planet Earth,Documentary,3
U0039,M042,Coco,Animation,4
U0039,M086,Airplane!,Comedy,1
U0039,M014,The Shawshank Redemption,Drama,5
U0039,M021,Bridesmaids,Comedy,5
U0039,M089,Spider-Man: No Way Home,Action,1
U0039,M064,When Harry Met Sally,Romance,5
U0039,M037,Toy Story,Animation,5
U0039,M085,Step Brothers,Comedy,4
U0039,M052,Princess Mononoke,Fantasy,2
U0039,M098,The Menu,Thriller,3
U0039,M071,Zodiac,Thriller,5
U0039,M005,The Conjuring,Horror,3
U0039,M059,2001: A Space Odyssey,Sci-Fi,5
U0039,M012,The Hangover,Comedy,4
U0040,M098,The Menu,Thriller,5
U0040,M007,Titanic,Romance,4
U0040,M027,Gone Girl,Thriller,2
U0040,M035,The Big Lebowski,Comedy,2
U0040,M071,Zodiac,Thriller,2
U0040,M017,Forrest Gump,Drama,5
U0040,M037,Toy Story,Animation,3
U0040,M057,Speed,Action,2
U0040,M090,Doctor Strange,Action,4
U0040,M063,Casablanca,Romance,3
U0040,M016,Hereditary,Horror,5
U0040,M004,Interstellar,Sci-Fi,3
U0040,M081,Dead Poets Society,Drama,5
U0040,M078,Schindler's List,Drama,5
U0040,M031,Whiplash,Drama,5
U0040,M091,Thor: Ragnarok,Action,2
U0040,M021,Bridesmaids,Comedy,4
U0040,M040,WALL-E,Animation,5
U0040,M002,Inception,Sci-Fi,2
U0041,M025,It,Horror,5
U0041,M077,Us,Horror,4
U0041,M066,Before Sunrise,Romance,2
U0041,M096,Annihilation,Sci-Fi,4
U0041,M018,Superbad,Comedy,5
U0041,M009,The Grand Budapest Hotel,Comedy,4
U0041,M036,Se7en,Thriller,4
U0041,M099,Barbarian,Horror,3
U0041,M054,Top Gun: Maverick,Action,5
U0041,M044,Free Solo,Documentary,5
U0041,M065,Eternal Sunshine,Romance,4
U0041,M035,The Big Lebowski,Comedy,4
U0041,M001,The Dark Knight,Action,3
U0041,M037,Toy Story,Animation,4
U0041,M093,Everything Everywhere All at Once,Sci-Fi,2
U0041,M039,Up,Animation,5
U0041,M076,Annihilation,Horror,4
U0042,M100,Nope,Horror,4
U0042,M053,Gladiator,Action,1
U0042,M006,Avengers: Endgame,Action,2
U0042,M041,Spirited Away,Animation,5
U0042,M096,Annihilation,Sci-Fi,5
U0042,M061,Ex Machina,Sci-Fi,3
U0042,M091,Thor: Ragnarok,Action,1
U0042,M049,Harry Potter,Fantasy,4
U0042,M050,The Hobbit,Fantasy,2
U0042,M085,Step Brothers,Comedy,5
U0042,M084,Anchorman,Comedy,4
U0042,M020,John Wick,Action,1
U0043,M053,Gladiator,Action,4
U0043,M084,Anchorman,Comedy,1
U0043,M020,John Wick,Action,3
U0043,M010,Pride and Prejudice,Romance,5
U0043,M061,Ex Machina,Sci-Fi,4
U0043,M034,Joker,Drama,4
U0043,M044,Free Solo,Documentary,4
U0043,M080,Good Will Hunting,Drama,5
U0043,M089,Spider-Man: No Way Home,Action,1
U0044,M031,Whiplash,Drama,5
U0044,M081,Dead Poets Society,Drama,2
U0044,M088,Black Panther,Action,1
U0044,M037,Toy Story,Animation,5
U0044,M030,The Wolf of Wall Street,Drama,3
U0044,M096,Annihilation,Sci-Fi,3
U0044,M012,The Hangover,Comedy,1
U0045,M042,Coco,Animation,4
U0045,M008,Get Out,Horror,2
U0045,M038,Finding Nemo,Animation,5
U0045,M046,The Act of Killing,Documentary,4
U0045,M048,The Lord of the Rings,Fantasy,5
U0045,M056,Die Hard,Action,2
U0046,M023,The Matrix,Sci-Fi,2
U0046,M011,A Quiet Place,Horror,4
U0046,M079,12 Angry Men,Drama,4
U0046,M049,Harry Potter,Fantasy,4
U0046,M080,Good Will Hunting,Drama,4
U0046,M088,Black Panther,Action,1
U0046,M031,Whiplash,Drama,5
U0046,M064,When Harry Met Sally,Romance,3
U0046,M075,The Shining,Horror,5
U0046,M019,Alien,Sci-Fi,2
U0047,M057,Speed,Action,3
U0047,M045,13th,Documentary,4
U0047,M076,Annihilation,Horror,3
U0047,M039,Up,Animation,4
U0047,M082,A Beautiful Mind,Drama,5
U0047,M055,Mission Impossible,Action,4
U0047,M089,Spider-Man: No Way Home,Action,1
U0048,M049,Harry Potter,Fantasy,2
U0048,M074,Rosemary's Baby,Horror,5
U0048,M046,The Act of Killing,Documentary,4
U0048,M038,Finding Nemo,Animation,4
U0048,M090,Doctor Strange,Action,2
U0048,M003,The Notebook,Romance,5
U0048,M085,Step Brothers,Comedy,3
U0048,M051,Pan's Labyrinth,Fantasy,3
U0048,M036,Se7en,Thriller,3
U0048,M002,Inception,Sci-Fi,5
U0048,M073,The Exorcist,Horror,3
U0048,M088,Black Panther,Action,2
U0049,M081,Dead Poets Society,Drama,3
U0049,M083,Monty Python,Comedy,1
U0049,M006,Avengers: Endgame,Action,3
U0049,M040,WALL-E,Animation,4
U0049,M057,Speed,Action,4
U0049,M005,The Conjuring,Horror,2
U0049,M075,The Shining,Horror,2
U0049,M047,Jiro Dreams of Sushi,Documentary,2
U0050,M068,The Silence of the Lambs,Thriller,5
U0050,M065,Eternal Sunshine,Romance,5
U0050,M035,The Big Lebowski,Comedy,3
U0050,M022,Midsommar,Horror,1
U0050,M033,Pitch Perfect,Comedy,4
U0050,M062,Gravity,Sci-Fi,1
U0050,M038,Finding Nemo,Animation,4
U0050,M096,Annihilation,Sci-Fi,5
U0050,M044,Free Solo,Documentary,1
U0050,M015,Crazy Rich Asians,Romance,4
U0050,M060,Arrival,Sci-Fi,3
U0050,M010,Pride and Prejudice,Romance,3
U0050,M019,Alien,Sci-Fi,5
U0050,M097,Moon,Sci-Fi,4
U0050,M029,Blade Runner 2049,Sci-Fi,3
U0050,M087,The Mask,Comedy,1
U0051,M061,Ex Machina,Sci-Fi,3
U0051,M004,Interstellar,Sci-Fi,4
U0051,M080,Good Will Hunting,Drama,2
U0051,M072,Nightcrawler,Thriller,3
U0051,M042,Coco,Animation,3
U0051,M079,12 Angry Men,Drama,2
U0051,M029,Blade Runner 2049,Sci-Fi,3
U0051,M083,Monty Python,Comedy,4
U0051,M009,The Grand Budapest Hotel,Comedy,1
U0051,M082,A Beautiful Mind,Drama,2
U0051,M060,Arrival,Sci-Fi,2
U0051,M090,Doctor Strange,Action,5
U0052,M050,The Hobbit,Fantasy,3
U0052,M059,2001: A Space Odyssey,Sci-Fi,4
U0052,M048,The Lord of the Rings,Fantasy,2
U0052,M086,Airplane!,Comedy,4
U0052,M096,Annihilation,Sci-Fi,5
U0052,M090,Doctor Strange,Action,4
U0052,M070,Prisoners,Thriller,4
U0052,M054,Top Gun: Maverick,Action,1
U0052,M076,Annihilation,Horror,3
U0053,M057,Speed,Action,3
U0053,M031,Whiplash,Drama,3
U0053,M047,Jiro Dreams of Sushi,Documentary,1
U0053,M013,Parasite,Thriller,5
U0053,M088,Black Panther,Action,1
U0053,M048,The Lord of the Rings,Fantasy,3
U0053,M070,Prisoners,Thriller,5
U0053,M083,Monty Python,Comedy,1
U0053,M046,The Act of Killing,Documentary,1
U0053,M008,Get Out,Horror,3
U0053,M051,Pan's Labyrinth,Fantasy,3
U0054,M073,The Exorcist,Horror,2
U0054,M027,Gone Girl,Thriller,5
U0054,M009,The Grand Budapest Hotel,Comedy,1
U0054,M098,The Menu,Thriller,4
U0054,M071,Zodiac,Thriller,3
U0054,M076,Annihilation,Horror,2
U0054,M028,La La Land,Romance,5
U0054,M030,The Wolf of Wall Street,Drama,4
U0054,M043,Planet Earth,Documentary,2
U0055,M085,Step Brothers,Comedy,1
U0055,M004,Interstellar,Sci-Fi,2
U0055,M017,Forrest Gump,Drama,4
U0055,M002,Inception,Sci-Fi,1
U0055,M046,The Act of Killing,Documentary,2
U0055,M031,Whiplash,Drama,5
U0055,M076,Annihilation,Horror,5
U0055,M042,Coco,Animation,3
U0056,M061,Ex Machina,Sci-Fi,4
